name,nameFull,class,pond,date,depth,freq,Name,
640_spawned.tif,Ask\6\640_spawned.tif,6,NA,05-06-10,80 mm,5 MHz,0205_6.png,6
659_spawned.tif,Ask\6\659_spawned.tif,6,NA,05-06-10,80 mm,5 MHz,0206_6.png,6
665_spawned.tif,Ask\6\665_spawned.tif,6,NA,05-06-10,80 mm,5 MHz,0207_6.png,6
769_spawned.tif,Ask\6\769_spawned.tif,6,NA,05-06-10,80 mm,5 MHz,0208_6.png,6
772_spawned.tif,Ask\6\772_spawned.tif,6,NA,05-06-10,80 mm,5 MHz,0209_6.png,6
510.tif,Ask\7\510.tif,7,NA,03-30-10,80 mm,8 MHz,0210_7.png,
523.tif,Ask\7\523.tif,7,NA,03-30-10,80 mm,8 MHz,0211_7.png,
8656A.tif,Ask\7\8656A.tif,7,NA,03-30-10,80 mm,8 MHz,0212_7.png,
976_6.tif,Ask\7\976_6.tif,7,NA,05-17-10,80 mm,5 MHz,0213_7.png,
100-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\100-1.bmp",1,NA,NA,80 mm,8.0 MHz,0214_1.png,
10-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\10-1.bmp",1,NA,NA,80 mm,8.0 MHz,0215_1.png,
102-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\102-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0216_1.png,
103-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\103-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0217_1.png,
104-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\104-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0218_1.png,
110-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\110-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0219_1.png,
112-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\112-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0220_1.png,
113-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\113-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0221_1.png,
114-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\114-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0222_1.png,
116-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\116-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0223_1.png,
122-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\122-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0224_1.png,
128-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\128-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0225_1.png,
130-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\130-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0226_1.png,
131-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\131-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0227_1.png,
132-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\132-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0228_1.png,
136-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\136-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0229_1.png,
140-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\140-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0230_1.png,
141-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\141-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0231_1.png,
143-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\143-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0232_1.png,
144--1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\144--1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0233_1.png,
147-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\147-1.bmp",1,NA,NA,80 mm,8.0 MHz,0234_1.png,
151-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\151-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0235_1.png,
152-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\152-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0236_1.png,
157-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\157-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0237_1.png,
165-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\165-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0238_1.png,
166-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\166-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0239_1.png,
169-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\169-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0240_1.png,
173-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\173-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0241_1.png,
174-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\174-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0242_1.png,
175-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\175-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0243_1.png,
177-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\177-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0244_1.png,
179-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\179-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0245_1.png,
18-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\18-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0246_1.png,
182-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\182-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0247_1.png,
185-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\185-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0248_1.png,
194-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\194-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0249_1.png,
200-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\200-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0250_1.png,
202-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\202-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0251_1.png,
203-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\203-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0252_1.png,
206-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\206-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0253_1.png,
207-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\207-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0254_1.png,
209-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\209-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0255_1.png,
211-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\211-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0256_1.png,
213-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\213-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0257_1.png,
219-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\219-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0258_1.png,
220-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\220-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0259_1.png,
221-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\221-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0260_1.png,
223-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\223-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0261_1.png,
226-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\226-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0262_1.png,
227-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\227-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0263_1.png,
229-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\229-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0264_1.png,
230-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\230-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0265_1.png,
233-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\233-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0266_1.png,
235-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\235-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0267_1.png,
236-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\236-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0268_1.png,
237-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\237-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0269_1.png,
241-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\241-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0270_1.png,
24-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\24-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0271_1.png,
245-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\245-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0272_1.png,
246-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\246-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0273_1.png,
247-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\247-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0274_1.png,
248-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\248-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0275_1.png,
249-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\249-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0276_1.png,
250-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\250-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0277_1.png,
251-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\251-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0278_1.png,
25-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\25-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0279_1.png,
253-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\253-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0280_1.png,
254-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\254-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0281_1.png,
255-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\255-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0282_1.png,
256-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\256-1.bmp",1,NA,NA,80 mm,8.0 MHz,0283_1.png,
260-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\260-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0284_1.png,
261-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\261-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0285_1.png,
262-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\262-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0286_1.png,
263-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\263-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0287_1.png,
266-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\266-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0288_1.png,
27-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\27-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0289_1.png,
30-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\30-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0290_1.png,
34-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\34-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0291_1.png,
35-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\35-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0292_1.png,
4-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\4-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0293_1.png,
61-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\61-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0294_1.png,
66-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\66-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0295_1.png,
67-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\67-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0296_1.png,
69-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\69-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0297_1.png,
73-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\73-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0298_1.png,
75-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\75-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0299_1.png,
77-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\77-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0300_1.png,
8-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\8-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0301_1.png,
85-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\85-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0302_1.png,
9-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\9-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0303_1.png,
92-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\92-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0304_1.png,
93-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\93-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0305_1.png,
96-1.bmp,"1 (323 images)\Feb 3, 2009 (93 images)\96-1.bmp",1,NA,02-03-09,80 mm,8.0 MHz,0306_1.png,
339-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\339-1.bmp",1,NA,03-13-09,80 mm,8.0 MHz,0307_1.png,
359-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\359-1.bmp",1,NA,03-13-09,80 mm,8.0 MHz,0308_1.png,
367-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\367-1.bmp",1,NA,03-13-09,80 mm,8.0 MHz,0309_1.png,
368-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\368-1.bmp",1,NA,03-13-09,80 mm,8.0 MHz,0310_1.png,
384-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\384-1.bmp",1,NA,03-13-09,80 mm,8.0 MHz,0311_1.png,
395-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\395-1.bmp",1,NA,03-13-09,80 mm,8.0 MHz,0312_1.png,
397-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\397-1.bmp",1,NA,NA,80 mm,8.0 MHz,0313_1.png,
398-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\398-1.bmp",1,NA,03-13-09,80 mm,8.0 MHz,0314_1.png,
410-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\410-1.bmp",1,NA,NA,80 mm,8.0 MHz,0315_1.png,
411-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\411-1.bmp",1,NA,NA,80 mm,8.0 MHz,0316_1.png,
413-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\413-1.bmp",1,NA,03-13-09,80 mm,8.0 MHz,0317_1.png,
414-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\414-1.bmp",1,NA,NA,80 mm,8.0 MHz,0318_1.png,
424-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\424-1.bmp",1,NA,03-13-09,80 mm,8.0 MHz,0319_1.png,
430-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\430-1.bmp",1,NA,03-13-09,80 mm,8.0 MHz,0320_1.png,
437-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\437-1.bmp",1,NA,03-13-09,80 mm,8.0 MHz,0321_1.png,
442-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\442-1.bmp",1,NA,03-13-09,80 mm,8.0 MHz,0322_1.png,
444-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\444-1.bmp",1,NA,NA,80 mm,8.0 MHz,0323_1.png,
452-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\452-1.bmp",1,NA,03-13-09,80 mm,8.0 MHz,0324_1.png,
454-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\454-1.bmp",1,NA,03-13-09,80 mm,8.0 MHz,0325_1.png,
462-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\462-1.bmp",1,NA,03-13-09,80 mm,8.0 MHz,0326_1.png,
474-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\474-1.bmp",1,NA,03-13-09,80 mm,8.0 MHz,0327_1.png,
478-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\478-1.bmp",1,NA,03-13-09,80 mm,8.0 MHz,0328_1.png,
481-1.bmp,"1 (323 images)\Mar 13, 2009 (23 images)\481-1.bmp",1,NA,03-13-09,80 mm,8.0 MHz,0329_1.png,
10-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\10-1.bmp",1,NA,11-14-08,80 mm,8.0 MHz,0330_1.png,
11-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\11-1.bmp",1,NA,11-14-08,80 mm,8.0 MHz,0331_1.png,
1-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\1-1.bmp",1,NA,11-14-08,80 mm,8.0 MHz,0332_1.png,
13-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\13-1.bmp",1,NA,11-14-08,80 mm,8.0 MHz,0333_1.png,
14-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\14-1.bmp",1,NA,NA,80 mm,8.0 MHz,0334_1.png,
15-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\15-1.bmp",1,NA,NA,80 mm,8.0 MHz,0335_1.png,
16-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\16-1.bmp",1,NA,11-14-08,80 mm,8.0 MHz,0336_1.png,
17-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\17-1.bmp",1,NA,11-14-08,80 mm,8.0 MHz,0337_1.png,
18-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\18-1.bmp",1,NA,11-14-08,80 mm,8.0 MHz,0338_1.png,
19-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\19-1.bmp",1,NA,11-14-08,80 mm,8.0 MHz,0339_1.png,
20-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\20-1.bmp",1,NA,NA,80 mm,8.0 MHz,0340_1.png,
2-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\2-1.bmp",1,NA,11-14-08,80 mm,8.0 MHz,0341_1.png,
22-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\22-1.bmp",1,NA,NA,80 mm,8.0 MHz,0342_1.png,
23-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\23-1.bmp",1,NA,NA,80 mm,8.0 MHz,0343_1.png,
25-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\25-1.bmp",1,NA,NA,80 mm,8.0 MHz,0344_1.png,
29-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\29-1.bmp",1,NA,NA,80 mm,8.0 MHz,0345_1.png,
31-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\31-1.bmp",1,NA,NA,80 mm,8.0 MHz,0346_1.png,
3-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\3-1.bmp",1,NA,11-14-08,80 mm,8.0 MHz,0347_1.png,
32-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\32-1.bmp",1,NA,NA,80 mm,8.0 MHz,0348_1.png,
34-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\34-1.bmp",1,NA,NA,80 mm,8.0 MHz,0349_1.png,
35-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\35-1.bmp",1,NA,NA,80 mm,8.0 MHz,0350_1.png,
37-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\37-1.bmp",1,NA,NA,80 mm,8.0 MHz,0351_1.png,
38-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\38-1.bmp",1,NA,NA,80 mm,8.0 MHz,0352_1.png,
39-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\39-1.bmp",1,NA,NA,80 mm,8.0 MHz,0353_1.png,
40-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\40-1.bmp",1,NA,NA,80 mm,8.0 MHz,0354_1.png,
41-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\41-1.bmp",1,NA,NA,80 mm,8.0 MHz,0355_1.png,
4-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\4-1.bmp",1,NA,11-14-08,80 mm,8.0 MHz,0356_1.png,
43-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\43-1.bmp",1,NA,NA,80 mm,8.0 MHz,0357_1.png,
44-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\44-1.bmp",1,NA,NA,80 mm,8.0 MHz,0358_1.png,
45-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\45-1.bmp",1,NA,NA,80 mm,8.0 MHz,0359_1.png,
47-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\47-1.bmp",1,NA,NA,80 mm,8.0 MHz,0360_1.png,
50-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\50-1.bmp",1,NA,NA,80 mm,8.0 MHz,0361_1.png,
5-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\5-1.bmp",1,NA,11-14-08,80 mm,8.0 MHz,0362_1.png,
6-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\6-1.bmp",1,NA,11-14-08,80 mm,8.0 MHz,0363_1.png,
7-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\7-1.bmp",1,NA,11-14-08,80 mm,8.0 MHz,0364_1.png,
9-1.bmp,"1 (323 images)\Nov 14, 2008 (36 images)\9-1.bmp",1,NA,11-14-08,80 mm,8.0 MHz,0365_1.png,
100-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\100-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0366_1.png,
101-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\101-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0367_1.png,
10-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\10-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0368_1.png,
11-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\11-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0369_1.png,
1-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\1-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0370_1.png,
12-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\12-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0371_1.png,
13-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\13-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0372_1.png,
14-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\14-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0373_1.png,
15-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\15-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0374_1.png,
16-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\16-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0375_1.png,
17-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\17-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0376_1.png,
18-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\18-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0377_1.png,
19-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\19-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0378_1.png,
20-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\20-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0379_1.png,
21-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\21-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0380_1.png,
22-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\22-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0381_1.png,
23-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\23-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0382_1.png,
24-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\24-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0383_1.png,
25-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\25-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0384_1.png,
27-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\27-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0385_1.png,
28-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\28-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0386_1.png,
29-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\29-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0387_1.png,
30-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\30-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0388_1.png,
3-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\3-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0389_1.png,
32-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\32-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0390_1.png,
33-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\33-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0391_1.png,
34-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\34-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0392_1.png,
35-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\35-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0393_1.png,
36-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\36-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0394_1.png,
37-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\37-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0395_1.png,
38-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\38-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0396_1.png,
39-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\39-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0397_1.png,
40-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\40-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0398_1.png,
41-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\41-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0399_1.png,
